266,327
202,264
232,321
260,258
257,169
264,189
268,262
346,297
103,224
251,280
223,284
294,152
226,223
93,249
257,358
301,263
340,297
252,247
202,245
318,165
187,243
295,282
265,262
440,340
256,256
284,268
246,356
255,308
219,130
305,302
281,227
389,163
166,216
304,318
256,336
275,315
252,248
287,228
342,362
255,304
257,317
314,275
245,317
239,252
359,316
256,246
99,205
191,328
222,282
191,328
